tokens,ner_labels,pos_labels
"['siapa', 'yang', 'nuker', 'juz', 'amma', 'di', 'meja', 'gwehh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['WH', 'SC', 'VB', 'NNP', 'NNP', 'IN', 'NN', 'PRP']"
"['hbd', 'kuya', '!']","['O', 'B-PERSON', 'O']","['UH', 'NNP', 'Z']"
"['ditunggu', 'loooh', 'banget', '²', '@pt_transjakarta']","['O', 'O', 'O', 'O', 'B-ORG']","['VB', 'RP', 'RB', 'SYM', 'NNP']"
"['selamat', 'pagi', 'katla']","['O', 'O', 'B-PERSON']","['JJ', 'NN', 'NNP']"
"['anjing', 'jihoon', 'tinggi', 'juga', 'ya']","['O', 'B-PERSON', 'O', 'O', 'O']","['UH', 'NNP', 'JJ', 'RB', 'UH']"
"['awali', 'pagimu', 'dengan', 'kimia', 'yang', 'menyeramkan']","['O', 'O', 'O', 'O', 'O', 'O']","['VB', 'NN', 'IN', 'NN', 'SC', 'JJ']"
"['selamat', 'hari', 'senin', 'semoga', 'harimu', 'menyenangkan']","['O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'NNP', 'RB', 'NN', 'JJ']"
"['selamat', 'pagi', 'senin', '...']","['O', 'O', 'O', 'O']","['JJ', 'NN', 'NNP', 'Z']"
"['enggak', 'bisa', 'berkata-kata']","['O', 'O', 'O']","['NEG', 'MD', 'VB']"
"['pagi', 'ii', 'udah', 'buat', 'dosa']","['O', 'O', 'O', 'O', 'O']","['NN', 'PR', 'RB', 'VB', 'NN']"
"['selalu', 'muncul', 'tiba', 'tiba', 'meskipun', 'pahit', '..', 'abaikan', 'jalan', 'masih', 'panjang']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RB', 'VB', 'RB', 'RB', 'SC', 'JJ', 'Z', 'VB', 'NN', 'RB', 'JJ']"
"['ngikut', 'ngikut', 'saja', 'ya', '...']","['O', 'O', 'O', 'O', 'O']","['VB', 'VB', 'RB', 'UH', 'Z']"
"['apa', 'itu', 'wfh', 'wkwkwkw']","['O', 'O', 'O', 'O']","['WH', 'PR', 'NN', 'UH']"
"[':', 'ta', 'kirim', 'alamat', ':', 'buat', 'apaan', '?', ':', 'sudah', 'buru', 'mana', 'alamatnya', 'mau', 'ngirim', 'cokelat', ':', 'eh', 'serius', '?', 'jadi', 'senang', '(', 'singkat', 'padat', 'tapi', 'enggak', 'pernah', ')']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Z', 'NNP', 'VB', 'NN', 'Z', 'IN', 'WH', 'Z', 'Z', 'RB', 'VB', 'WH', 'NN', 'MD', 'VB', 'NN', 'Z', 'UH', 'JJ', 'Z', 'VB', 'JJ', 'Z', 'JJ', 'JJ', 'CC', 'NEG', 'RB', 'Z']"
"['gue', 'harus', 'khidmat', 'nih', 'nonton', 'bentar']","['O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'MD', 'JJ', 'RP', 'VB', 'RB']"
"['orang', 'aneh', 'bin', 'gajelas', 'nih', 'boss', 'senggol', 'dong']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'JJ', 'RP', 'JJ', 'RP', 'NN', 'VB', 'RP']"
"['komentar', 'di', 'dalam']","['O', 'O', 'O']","['NN', 'IN', 'NN']"
"['udah', 'hari', '2', 'menjelang', 'lahiran', 'mamandin', 'harus', 'menderita', 'karena', 'reyna', 'hilang', 'dan', 'papa', 'al', 'harus', 'terlihat', 'kuat', 'dan', 'tegar', 'dan', 'berusaha', 'menguatkan', 'kalian', 'hebat', 'kalian', 'kuat', 'this', 'too', 'shall', 'pass', '.', 'semoga', 'hari', 'bahagia', 'itu', 'segera', 'datang', 'ya']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RB', 'NN', 'CD', 'IN', 'NN', 'NNP', 'MD', 'VB', 'SC', 'NNP', 'VB', 'CC', 'NN', 'NNP', 'MD', 'VB', 'JJ', 'CC', 'JJ', 'CC', 'VB', 'VB', 'PRP', 'JJ', 'PRP', 'JJ', 'PR', 'RB', 'MD', 'VB', 'Z', 'RB', 'NN', 'JJ', 'PR', 'RB', 'VB', 'UH']"
"['habis', 'camping', '3', 'hari', 'banyak', 'banget', 'yang', 'harus', 'diberesin', 'dan', 'cuci', '.', 'suntuk', 'liatnya', '.', 'kalau', 'di', 'tangerang', 'tinggal', 'panggil', 'mbak', 'udah', 'beres', '.', 'i', 'feel', 'you', 'mbak']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NN', 'CD', 'NND', 'JJ', 'RB', 'SC', 'MD', 'VB', 'CC', 'VB', 'Z', 'JJ', 'VB', 'Z', 'SC', 'IN', 'NNP', 'RB', 'VB', 'NN', 'RB', 'JJ', 'Z', 'PRP', 'VB', 'PRP', 'NN']"
"['hah', '?', 'yang', 'ngisi', 'dia', 'mamo', '?', '?', '?']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']","['UH', 'Z', 'SC', 'VB', 'PRP', 'NNP', 'Z', 'Z', 'Z']"
"['mila', 'batu', 'banget', 'anjing', 'wkwkw']","['B-PERSON', 'O', 'O', 'O', 'O']","['NNP', 'JJ', 'RB', 'UH', 'UH']"
"['baru', 'saja', 'mengirim', 'foto']","['O', 'O', 'O', 'O']","['RB', 'RB', 'VB', 'NN']"
"['wkwkwkwkwk', 'selalu', 'ada', 'hal', 'lucu', 'setiap', 'harinya']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'RB', 'VB', 'NN', 'JJ', 'DT', 'NN']"
"['memberi', 'adalah', 'wujud', 'perasaan', 'berterima', 'kasih', 'terhadap', 'berkat-berkat', 'yang', 'telah', 'kita', 'terima']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'VB', 'NN', 'NN', 'VB', 'NN', 'IN', 'NN', 'SC', 'RB', 'PRP', 'VB']"
"['yedam', 'allahuakbar']","['B-PERSON', 'O']","['NNP', 'UH']"
"['healing', 'bisa', 'jadi', 'wujud', 'kemalasan', '.', 'self', 'rewards', 'bisa', 'jadi', 'pemborosan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'MD', 'VB', 'NN', 'NN', 'Z', 'JJ', 'NN', 'MD', 'VB', 'NN', 'Z']"
"['wkwkwk', 'lucu', 'banget', '.', 'bitnya', 'bagus', 'nih', 'cuma', 'punchline', 'kurang']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'JJ', 'RB', 'Z', 'NN', 'JJ', 'RP', 'RB', 'NN', 'JJ']"
"['fuhh', 'professor', 'x', 'ada', 'lah', 'buat', 'cameo']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']","['UH', 'NN', 'NNP', 'VB', 'RP', 'IN', 'NN']"
"['saat', 'engkau', 'merasakan', 'ditinggalkan', 'sendirian', 'dan', 'seakan', 'dunia', 'berhenti', 'teruslah', 'bergerak', 'karena', 'cinta', 'allah', 'tak', 'akan', 'pernah', 'meninggalkanmu']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']","['NN', 'PRP', 'VB', 'VB', 'JJ', 'CC', 'SC', 'NN', 'VB', 'VB', 'VB', 'SC', 'NN', 'NNP', 'NEG', 'MD', 'RB', 'VB']"
"['gajetot', 'kali', 'anjing', 'ketua', 'kelompoknya']","['O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'UH', 'NN', 'NN']"
"['wah', '.', 'wah', 'wah', 'aku', 'belum', 'mempersiapkan', 'diri']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'Z', 'UH', 'UH', 'PRP', 'NEG', 'VB', 'NN']"
"['beneran', 'murtad', 'si', 'banyumas']","['O', 'O', 'O', 'B-PERSON']","['RB', 'NN', 'DT', 'NNP']"
"['hhhhh', 'bocilbocil', 'nih', 'kalo', 'mau', 'mainan', 'kelamin', 'tolong', 'lah', 'pahami', 'dulu', 'organ', 'reproduksinya', 'masingmasing', 'plus', 'install', 'aplikasi', 'buat', 'ngitung', 'siklus', 'mens', 'dahlah']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'NN', 'RP', 'SC', 'MD', 'NN', 'NN', 'VB', 'RP', 'VB', 'RB', 'NN', 'NN', 'PRP', 'CC', 'VB', 'NN', 'IN', 'VB', 'NN', 'NN', 'RB']"
"['wkwkwk', 'kasihan', 'ke', 'teman', 'cowok', 'dikira', 'gua', 'kasih', 'dia', 'cokelat', 'sudah', 'thank', 'you', 'duluan', 'padahal', 'gue', '...', 'bayar', 'uang', 'habis', 'kerkom', 'wkwkwk']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'NN', 'IN', 'NN', 'NN', 'VB', 'PRP', 'VB', 'PRP', 'NN', 'RB', 'VB', 'PRP', 'RB', 'SC', 'PRP', 'Z', 'VB', 'NN', 'RB', 'NN', 'UH']"
"['semoga', 'sukses', 'adik']","['O', 'O', 'O']","['RB', 'JJ', 'NN']"
"['sayang', 'mau', 'cokelat', '@ibgdrgn']","['O', 'O', 'O', 'B-PERSON']","['NN', 'MD', 'NN', 'NNP']"
"['deg', 'an', 'hr', 'ini']","['O', 'O', 'O', 'O']","['UH', 'RP', 'NN', 'PR']"
"['agaknya', 'pengen', 'potong', 'rambut', 'deh', 'kaya', 'layer', 'gitu', 'biar', 'gampang', 'di', 'blow']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RB', 'MD', 'VB', 'NN', 'RP', 'IN', 'NN', 'RB', 'SC', 'JJ', 'IN', 'VB']"
"['ust', 'kok', 'isi', 'otaknya', 'segini', 'ajaa', '?', '?', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'RP', 'NN', 'NN', 'RB', 'RB', 'Z', 'Z', 'Z']"
"['di', 'hari', 'valentine', 'ini', 'kamu', 'lagi', 'ada', 'di', 'zona', 'cinta', 'yang', 'mana', 'sahabat', 'kreatif', '?']","['O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NN', 'NNP', 'PR', 'PRP', 'RB', 'VB', 'IN', 'NN', 'NN', 'SC', 'WH', 'NN', 'JJ', 'Z']"
"['wah', 'anjing', 'valid', 'patrick', 'stewart', 'balik', 'jadi', 'charles', 'xavier']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON']","['UH', 'UH', 'JJ', 'NNP', 'NNP', 'VB', 'VB', 'NNP', 'NNP']"
"['teume', '!', 'tolonggggggg', 'ini', 'suaranya', 'bagus', 'banget']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['SYM', 'Z', 'VB', 'PR', 'NN', 'JJ', 'RB']"
"['sumpah', 'han', 'jisung', 'eh', 'kau']","['O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['NN', 'NNP', 'NNP', 'UH', 'PRP']"
"['akhirnyaaa', '!', 'si', 'ik', 'sempeat', 'berdalih', 'membela', 'diri', 'kalau', 'dalam', 'hidup', 'pasti', 'ada', 'unsur', 'judi', 'bisnis', 'terus', 'gagal', 'bangkrut', 'itu', 'juga', 'unsur', 'judi', 'kebangetan', 'nipunya', 'lu', 'tong', 'sekarang', 'ngaplo', 'deh', 'para', ""'"", 'crazy', 'rich', ""'"", 'muda', 'modal', 'pencitraan', 'sc', ':', 'bisnismuda']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RB', 'Z', 'DT', 'NNP', 'RB', 'VB', 'VB', 'NN', 'SC', 'IN', 'NN', 'RB', 'VB', 'NN', 'NN', 'NN', 'RB', 'VB', 'VB', 'PR', 'RB', 'NN', 'NN', 'JJ', 'NN', 'PRP', 'NN', 'RB', 'VB', 'RP', 'DT', ""Z"", 'JJ', 'JJ', 'Z', 'JJ', 'NN', 'NN', 'NN', 'Z', 'NN']"
"['patroli', 'serta', 'mengadakan', 'vaksin', 'terhadap', 'lansia', 'himbauan', 'protokol', 'kesehatan', '3m', '(', 'memakai', 'masker', 'mencuci', 'tangan', 'dan', 'menjaga', 'jarak', ')', 'dan', 'antisipasi', 'gangguan', 'kamtibmas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'CC', 'VB', 'NN', 'IN', 'NN', 'NN', 'NN', 'NN', 'NN', 'Z', 'VB', 'NN', 'VB', 'NN', 'CC', 'VB', 'NN', 'Z', 'CC', 'VB', 'NN', 'NNP', 'Z']"
"['alhamdillah', 'sudah', 'ngopi', 'hari', 'ini']","['O', 'O', 'O', 'O', 'O']","['UH', 'RB', 'VB', 'NN', 'PR']"
"['nikmatnya', 'senin', 'masuk', 'jam', '7']","['O', 'O', 'O', 'O', 'O']","['NN', 'NNP', 'VB', 'NN', 'CD']"
"['kit', 'peyuttt']","['O', 'O']","['JJ', 'NN']"
"['intimidating', 'era']","['O', 'O']","['JJ', 'NN']"
"['ada', 'yang', 'masih', 'cari', 'ini', 'enggak', 'ya', '?', '?', 'niatnya', 'mau', 'lepas', 'tapi', 'enggak', 'tau', 'mau', 'kasih', 'harga', 'berapa', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'SC', 'RB', 'VB', 'PR', 'NEG', 'UH', 'Z', 'Z', 'NN', 'MD', 'VB', 'CC', 'NEG', 'VB', 'MD', 'VB', 'NN', 'WH', 'Z']"
"['ngakak', 'banget', 'kpopers', 'yang', 'demen', 'chucky', 'gara', '2', 'changmin', 'wkwk', 'dikira', 'harganya', '2jt', 'an', 'kalo', 'segitu', 'gua', 'sudah', 'punya', 'dari', 'dulu', 'ini', 'harga', 'aslinya', '$', '500', '+', '$', '150', 'ongkir', 'dan', 'hitung', 'sendiri', 'udah', 'pajaknya', 'wkwk', 'harga', 'bersih', 'indonesia', '18-20', 'jt']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O']","['VB', 'RB', 'NN', 'SC', 'VB', 'NNP', 'SC', 'CD', 'NNP', 'UH', 'VB', 'NN', 'CD', 'RP', 'SC', 'RB', 'PRP', 'RB', 'VB', 'IN', 'RB', 'PR', 'NN', 'JJ', 'NND', 'CD', 'SYM', 'NND', 'CD', 'NN', 'CC', 'VB', 'JJ', 'RB', 'NN', 'UH', 'NN', 'JJ', 'NNP', 'CD', 'NND']"
"['takut', 'banget']","['O', 'O']","['JJ', 'RB']"
"['oh', 'shit', 'runyam', 'sudah']","['O', 'O', 'O', 'O']","['UH', 'UH', 'JJ', 'RB']"
"['bersyukur', 'banget', 'punya', 'mertua', 'yang', 'baiknya', 'super', 'duper', '..', 'udah', 'kayak', 'orang', 'tua', 'sendiri', '.', 'mereka', 'cerita', 'ke', 'aku', 'sih', 'gimana', 'perlakuan', 'mertua', 'mereka', 'dimasa', 'lalu', 'apalagi', 'waktu', 'itu', 'masih', 'tinggal', 'bareng', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'RB', 'VB', 'NN', 'SC', 'JJ', 'JJ', 'JJ', 'Z', 'RB', 'IN', 'NN', 'JJ', 'NN', 'Z', 'PRP', 'VB', 'IN', 'PRP', 'RP', 'WH', 'NN', 'NN', 'PRP', 'RB', 'NN', 'SC', 'NN', 'PR', 'RB', 'VB', 'RB', 'Z']"
"['benar', 'juga']","['O', 'O']","['JJ', 'RB']"
"['huft', 'mau', 'nangis']","['O', 'O', 'O']","['UH', 'MD', 'VB']"
"['masih', 'pagi', 'loh', 'ini', '...', 'udah', 'gerah', 'ajaaa']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RB', 'NN', 'RP', 'PR', 'Z', 'RB', 'JJ', 'RB']"
"['/', 'nctzh', '/', 'aku', 'bawa', 'prompt', 'lhc', 'nih', 'drop', '@', 'if', 'you', 'interested']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Z', 'SYM', 'Z', 'PRP', 'VB', 'NN', 'UH', 'RP', 'VB', 'SYM', 'SC', 'PRP', 'JJ']"
"['udah', 'deh']","['O', 'O']","['RB', 'RP']"
"['06.58', ':', 'arus', 'lalin', 'di', 'jl', '.', 'muhtar', 'raya', 'sawangan', 'depok', 'terpantau', 'lancar', '.', '|', 'bp', 'yanto']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-GPE', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O']","['CD', 'Z', 'NN', 'NN', 'IN', 'NNP', 'Z', 'NNP', 'NNP', 'NNP', 'NNP', 'VB', 'JJ', 'Z', 'SYM', 'NN', 'NNP']"
"['ramadan', 'club', 'bro']","['B-EVENT', 'O', 'O']","['NNP', 'NN', 'NN']"
"['iya', 'benar']","['O', 'O']","['UH', 'JJ']"
"['haii', 'botnya', 'murah', 'lewattt', ':)', ')']","['O', 'O', 'O', 'O', 'O', 'O']","['UH', 'NN', 'JJ', 'VB', 'SYM', 'Z']"
"['kalau', 'ketemu', 'yoona', 'kamu', 'mau', 'ngapain', '?', '|', 'yoona', 'ngopi', 'yuk', '?', '⊙', 'ω', '⊙']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['SC', 'VB', 'NNP', 'PRP', 'MD', 'VB', 'Z', 'SYM', 'NNP', 'VB', 'UH', 'Z', 'SYM', 'SYM', 'SYM']"
"['sekda', ':', 'exit', 'tol', 'gedebage', 'segera', 'aktif']","['O', 'O', 'O', 'O', 'B-GPE', 'O', 'O']","['NN', 'Z', 'NN', 'NN', 'NNP', 'RB', 'JJ']"
"['punya', 'anjing', 'gini', 'amat', 'bajingan', 'pagi', 'pipis', 'di', 'kamar', 'gue']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'NN', 'RB', 'RB', 'UH', 'NN', 'VB', 'IN', 'NN', 'PRP']"
"['selamat', 'pagi', 'everyone', '!', 'have', 'a', 'great', 'day', 'semangat', 'bekerja', 'for', 'my', 'special', 'person', 'yang', 'namanya', 'ada', 'di', 'lauh', 'mahfudz']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'PRP', 'Z', 'VB', 'DT', 'JJ', 'NN', 'JJ', 'VB', 'IN', 'DT', 'JJ', 'NN', 'SC', 'NN', 'VB', 'IN', 'NNP', 'NNP']"
"['aku', 'juga', 'kayak', 'gini', 'siapa', 'mau', 'nomor', 'whatsapp', 'aku', 'acung']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']","['PRP', 'RB', 'IN', 'PR', 'WH', 'MD', 'NN', 'NNP', 'PRP', 'VB']"
"['lawan', 'radikalisme']","['O', 'O']","['VB', 'NN']"
"['buildnya', 'kuganti', 'lagi', ' \u200d️']","['O', 'O', 'O', 'O']","['NN', 'VB', 'RB', 'SYM']"
"['udah', 'hari', 'senin', '.', 'ternyata', 'bumi', 'itu', 'berjalan', 'dan', 'juga', 'berputar', ':)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RB', 'NN', 'NNP', 'Z', 'VB', 'NNP', 'PR', 'VB', 'CC', 'RB', 'VB', 'SYM']"
"['pagi', 'pagi', 'udah', 'dibikin', 'bete', 'saja']","['O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NN', 'RB', 'VB', 'JJ', 'RB']"
"['perut', 'gue', 'sakit', 'bgttttttt']","['O', 'O', 'O', 'O']","['NN', 'PRP', 'JJ', 'RB']"
"['cakep', 'benar', 'anjing', 'sampai', 'ekspresi', 'yedam']","['O', 'O', 'O', 'O', 'O', 'B-PERSON']","['JJ', 'RB', 'UH', 'IN', 'NN', 'NNP']"
"['pernah', 'kayak', 'gini', 'tapi', 'lupa', 'kapan', '.', 'yup', 'memang', 'bikin', 'enggak', 'percaya', '...', "":')""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RB', 'IN', 'RB', 'CC', 'VB', 'WH', 'Z', 'RB', 'RB', 'VB', 'NEG', 'VB', 'Z', ""SYM""]"
"['wkwkwk', 'sopirnya', 'paling', 'semangat', 'goyang']","['O', 'O', 'O', 'O', 'O']","['UH', 'NN', 'RB', 'JJ', 'VB']"
"['salah', 'banget', 'baca', 'cerita', 'yang', 'berbau', 'c', 'word', 'pagi', '2', 'nyesek', 'banget']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'VB', 'NN', 'SC', 'VB', 'UH', 'NN', 'NN', 'CD', 'JJ', 'RB']"
"['memang', 'panutan', 'cu']","['O', 'O', 'O']","['RB', 'NN', 'PRP']"
"['sumpah', 'kyomo', 'cakep', 'bgtt']","['O', 'B-PERSON', 'O', 'O']","['NN', 'NNP', 'JJ', 'RB']"
"['kick', 'and', 'rush', 'asli', 'nih', 'mun', 'versus', 'leeds', '.', 'gokil']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O']","['VB', 'CC', 'VB', 'JJ', 'RP', 'NNP', 'IN', 'NNP', 'Z', 'JJ']"
"['alhamdulillah', '..', 'semangat', 'pagi', 'ini', 'sahabat', 'udaranya', '32', 'celcius', '|', 'semoga', 'berkah', 'hari', 'ini', '..', 'aamiin', 'kantor', 'pt', '.', 'raja', 'rak', 'indonesia']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['UH', 'Z', 'JJ', 'NN', 'PR', 'NN', 'NN', 'CD', 'NND', 'Z', 'RB', 'NN', 'NN', 'PR', 'Z', 'UH', 'NN', 'NNP', 'Z', 'NNP', 'NNP', 'NNP']"
"['pertanyaan', 'gue', 'enggak', 'pernah', 'terjawab', 'semuanya', 'ambigu', 'dan', 'rancu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'PRP', 'NEG', 'RB', 'VB', 'DT', 'JJ', 'CC', 'JJ', 'Z']"
"['bisa', '2', 'saja', 'nih', 'cari', 'dana', 'buat', 'ibu', 'kota']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['MD', 'CD', 'RB', 'RP', 'VB', 'NN', 'IN', 'NN', 'NN']"
"['hujan', 'deras', 'bgtt', 'terus', 'jaketku', 'lengennya', 'basah', 'banget', 'kan', '.', 'i', 'draped', 'it', 'over', 'my', 'chair', 'terus', 'airnya', 'dripping', 'from', 'the', 'sleeves']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'JJ', 'RB', 'RB', 'NN', 'NN', 'JJ', 'RB', 'RP', 'Z', 'PRP', 'VB', 'PRP', 'IN', 'DT', 'NN', 'SC', 'NN', 'VB', 'IN', 'DT', 'NN']"
"['raisha', 'sepintas', 'mirip', 'keisya', 'levronka', '...', 'tapi', 'giselle', 'cantik', 'juga']","['B-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O']","['NNP', 'RB', 'JJ', 'NNP', 'NNP', 'Z', 'CC', 'NNP', 'JJ', 'RB']"
"['hari', 'ini', 'ada', 'meet', 'virtual', '3x', 'alias', 'gue', 'harus', 'mengorbankan', 'baterai', 'gue', 'tanpa', 'mengbuka', 'twitter', 'hdh', 'simingit']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'PR', 'VB', 'NN', 'JJ', 'CD', 'CC', 'PRP', 'MD', 'VB', 'NN', 'PRP', 'IN', 'VB', 'NNP', 'UH', 'JJ']"
"['@yanti42780098', 'selamat', 'pagi', 'perihal', 'saran', 'penambahan', 'perjalanan', 'krl', 'dari', 'dan', 'tujuan', 'akhir', 'stasiun', 'tigaraksa', 'akan', 'terus', 'diupayakan', 'seiring', 'dengan', 'kesiapan', 'sarana', 'serta', 'prasarana', '.', 'kami', 'senantiasa', 'terus', 'meningkatkan', 'pelayanan', 'operasional', 'krl', 'demi', 'tetap', 'menjaga', 'kenyamanan', 'pelanggan', '.', 'terima', 'kasih', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'IN', 'CC', 'NN', 'JJ', 'NNP', 'NNP', 'MD', 'RB', 'VB', 'NN', 'IN', 'NN', 'NN', 'CC', 'NN', 'Z', 'PRP', 'RB', 'RB', 'VB', 'NN', 'JJ', 'NN', 'IN', 'RB', 'VB', 'NN', 'NN', 'Z', 'VB', 'NN', 'Z']"
