tokens,ner_labels,pos_labels
"['abadi', 'nih', 'orang', 'kagak', 'bisa', 'tua']","['O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RP', 'NN', 'NEG', 'MD', 'JJ']"
"['dia', 'line', 'berapa', '?', '!']","['O', 'O', 'O', 'O', 'O']","['PRP', 'NN', 'WH', 'Z', 'Z']"
"['lucu', 'banget', 'kayak', 'bocah', 'lagi', 'sugar', 'rush']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'IN', 'NN', 'RB', 'NN', 'VB']"
"['kau', 'seolah', 'dekat', 'dan', 'aku', 'dapat', 'menangkapmu', 'tapi', 'ketika', 'aku', 'mencoba', 'kau', 'menjauh', 'seperti', 'angin', 'hyorin', '(', 'sistar', ')', '-', 'you', 'make', 'me', 'go', 'crazy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'NN', 'JJ', 'CC', 'PRP', 'MD', 'VB', 'CC', 'SC', 'PRP', 'VB', 'PRP', 'VB', 'IN', 'NN', 'NNP', 'Z', 'NNP', 'Z', 'Z', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']"
"['jungkook', 'kakau', 'ngegas', 'itu', 'lucu', 'banget', 'hsuejdgajhakama']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'SC', 'VB', 'PR', 'JJ', 'RB', 'UH']"
"['enggak', 'bisa', 'tidur', 'lagi', 'gara', 'gara', 'mimpiin', 'dia']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NEG', 'MD', 'VB', 'RB', 'SC', 'SC', 'VB', 'PRP']"
"['...', 'both', 'fic', 'yang', 'lagi', 'digarap', 'sona', 'x', 'canon', 'hhe', 'tapi', 'biasanya', 'nulis', 'canon', 'x', 'canon', 'hshshs']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O']","['Z', 'DT', 'NN', 'SC', 'RB', 'VB', 'NNP', 'SYM', 'NNP', 'UH', 'CC', 'RB', 'VB', 'NNP', 'SYM', 'NNP', 'UH']"
"['gue', 'suka', 'banget', 'sama', 'personalitynya', 'seungwan', 'dia', 'keren', 'banget']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']","['PRP', 'VB', 'JJ', 'IN', 'NN', 'NNP', 'PRP', 'JJ', 'RB']"
"['padahal', 'ini', 'konsep', 'nya', 'biar', 'enggak', 'meleleh']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['SC', 'PR', 'NN', 'PRP', 'SC', 'NEG', 'VB']"
"['baru', 'saja', 'mengirim', 'foto', '@', 'gunung', 'geulis', 'jatiroke', 'jatinangor']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-GPE', 'B-GPE']","['RB', 'RB', 'VB', 'NN', 'SYM', 'NNP', 'NNP', 'NNP', 'NNP']"
"['3', 'kita', 'tidak', 'menanam', 'apa-apa', 'maka', 'kita', 'tidak', 'akan', 'kehilangan', 'apa', '.', 'sekarang', 'banyak', 'yang', 'tidak', 'menanam', 'apa-apa', 'tapi', 'merasa', 'kehilangan', 'hehe', '..', 'siapa', 'yang', 'menanam', 'dialah', 'yang', 'akan', 'memanen', '..', 'bukan', 'orang', 'lain', 'yang', 'menanam', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['CD', 'PRP', 'NEG', 'VB', 'NN', 'SC', 'PRP', 'NEG', 'MD', 'VB', 'NN', 'Z', 'RB', 'JJ', 'SC', 'NEG', 'VB', 'NN', 'CC', 'VB', 'VB', 'UH', 'Z', 'WH', 'SC', 'VB', 'PRP', 'SC', 'MD', 'VB', 'Z', 'NEG', 'NN', 'JJ', 'SC', 'VB', 'Z']"
"['suka', 'nih', 'yang', 'ngegas', 'gini']","['O', 'O', 'O', 'O', 'O']","['VB', 'RP', 'SC', 'VB', 'RB']"
"['ada', 'tau', 'waktu', 'itu', 'teman', 'makanku', 'ngemil', 'jeruk', 'nipis']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'JJ', 'NN', 'PR', 'NN', 'VB', 'VB', 'NN', 'NN']"
"['ada', 'si', 'bibi', 'enggak', 'malu', 'apa', 'berantem', 'pagi', 'pagi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'DT', 'NN', 'NEG', 'JJ', 'WH', 'VB', 'NN', 'NN']"
"['selamat', 'pagi', 'monday', '!']","['O', 'O', 'O', 'O']","['JJ', 'NN', 'NNP', 'Z']"
"['fyuhhh', 'ada', 'di', 'titik', 'bisa', 'ngomong', 'gini', '!', 'you', 're', 'strong', 'enough', 'dita', '!', '!', 'and', 'you', 'deserve', 'better', '!', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'VB', 'IN', 'NN', 'MD', 'VB', 'RB', 'Z', 'PRP', 'VB', 'JJ', 'RB', 'NNP', 'Z', 'Z', 'CC', 'PRP', 'VB', 'JJ', 'Z', 'Z']"
"['gemas', 'banget', 'pacar', '️️']","['O', 'O', 'O', 'O']","['JJ', 'RB', 'NN', 'SYM']"
"[':', 'papa', 'aku', 'mau', 'ngelahirin', 'enggak', 'usah', 'kerja', 'dulu', 'saja', 'nemenin', 'aku', ':', 'emmm']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Z', 'NN', 'PRP', 'MD', 'VB', 'NEG', 'MD', 'VB', 'RB', 'RB', 'VB', 'PRP', 'Z', 'UH']"
"['pengamat', 'politik', 'menilai', 'presiden', 'jokowi', 'sedang', 'menyiapkan', 'menteri', 'bumn', 'erick', 'thohir', 'sebagai', 'penerus', 'estafet', 'kepemimpinannya', '.', 'hal', 'itu', 'terlihat', 'jelas', 'karena', 'keduanya', 'sangat', 'dekat', 'dalam', 'setiap', 'kesempatan', '.', '@erickthohir']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']","['NN', 'NN', 'VB', 'NN', 'NNP', 'RB', 'VB', 'NN', 'NNP', 'NNP', 'NNP', 'IN', 'NN', 'NN', 'NN', 'Z', 'NN', 'PR', 'VB', 'JJ', 'SC', 'DT', 'RB', 'JJ', 'IN', 'DT', 'NN', 'Z', 'NNP']"
"['pp', 'di', 'pict', 'semua', '150k', 'cod', 'fx', '/', 'jne', '..']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O']","['NN', 'IN', 'NN', 'DT', 'CD', 'NN', 'NNP', 'SYM', 'NNP', 'Z']"
"['0800hrs', ':', 'semua', 'lorong', 'berfungsi', 'dengan', 'baik', '.', 'hati-hati', 'memandu', '.', '(', 'plaza', 'tol', 'putrajaya', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['CD', 'Z', 'DT', 'NN', 'VB', 'IN', 'JJ', 'Z', 'RB', 'VB', 'Z', 'Z', 'NNP', 'NNP', 'NNP', 'Z']"
"['asamm', 'lambungg', 'gue', 'naikkk']","['O', 'O', 'O', 'O']","['NN', 'NN', 'PRP', 'VB']"
"['mantan', 'kamu', 'yang', 'dulu', 'bilang', 'aku', 'enggak', 'bisa', 'hidup', 'tanpa', 'kamu', 'apa', 'kabar', '?', 'masih', 'hidup', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'PRP', 'SC', 'NN', 'VB', 'PRP', 'NEG', 'MD', 'VB', 'IN', 'PRP', 'WH', 'NN', 'Z', 'RB', 'VB', 'Z']"
"['pagi', 'pagi', 'memang', 'perut', 'ini', 'nak', 'cari', 'pasal', 'ka']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NN', 'RB', 'NN', 'PR', 'MD', 'VB', 'NN', 'RP']"
"['macet', 'bangetttttt']","['O', 'O']","['JJ', 'RB']"
"['sakit', 'perut', 'tamu', 'bulanan', '+', 'sakit', 'kepala']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'NN', 'RB', 'SYM', 'JJ', 'NN']"
"['ngeliat', 'jieun', 'di', 'airport', 'seliweran', 'makin', 'kangen']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']","['VB', 'NNP', 'IN', 'NN', 'VB', 'RB', 'JJ']"
"['mau', 'tidur', 'lagi', 'akh']","['O', 'O', 'O', 'O']","['MD', 'VB', 'RB', 'UH']"
"['kangen', 'mamah']","['O', 'O']","['VB', 'NN']"
"['ayoo', 'cepat', '.', 'sakiti', 'aku', 'lagi']","['O', 'O', 'O', 'O', 'O', 'O']","['UH', 'RB', 'Z', 'VB', 'PRP', 'RB']"
"['ahhhh', 'elahh', 'perut', 'di', 'isi', 'malah', 'sakit', 'perut', 'mana', 'mau', 'usp']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'UH', 'NN', 'IN', 'VB', 'RB', 'JJ', 'NN', 'SC', 'MD', 'VB']"
"['kocak', 'udah', 'jokowi', 'kemarin', 'di', 'moto', 'gp', 'kaya', 'kepala', 'sekolah', 'kalo', 'hari', 'senen', '.', 'tangan', 'di', 'belakang', 'terus', 'jalan', 'keliling', 'di', 'salam', 'in', 'sama', 'semua', 'orang', 'wkakakakakakaka']","['O', 'O', 'B-PERSON', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'NNP', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'NN', 'NN', 'SC', 'NN', 'NNP', 'Z', 'NN', 'IN', 'RB', 'RB', 'VB', 'VB', 'IN', 'VB', 'RP', 'IN', 'DT', 'NN', 'UH']"
"['orang', 'bebal', 'selalu', 'mengira', 'bahwa', 'tuhan', 'ada', 'di', 'sampingnya', '.', 'sebaliknya', 'orang', 'bijak', 'selalu', 'berusaha', 'mendekatkan', 'diri', 'pada', 'tuhan', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']","['NN', 'JJ', 'RB', 'VB', 'SC', 'NNP', 'VB', 'IN', 'RB', 'Z', 'SC', 'NN', 'JJ', 'RB', 'VB', 'VB', 'NN', 'IN', 'NNP', 'Z']"
"['aduh', 'bang']","['O', 'O']","['UH', 'NN']"
"['narutorpina', '_', '[', 'help', 'retweet', ']', 'roleplay', 'untuk', 'semua', 'artis', 'didunia', '^', '^', 'wanna', 'book', '?', 'mention', ';)', 'rules', '?', 'avatar', '^', '^']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'Z', 'Z', 'VB', 'VB', 'Z', 'NN', 'IN', 'DT', 'NN', 'NN', 'Z', 'Z', 'MD', 'VB', 'Z', 'VB', 'SYM', 'NN', 'Z', 'NN', 'Z', 'Z']"
"['gue', 'kira', 'siangan']","['O', 'O', 'O']","['PRP', 'VB', 'NN']"
"['akhirnya', 'selesai', 'juga', 'ini', 'laporan']","['O', 'O', 'O', 'O', 'O']","['RB', 'VB', 'RB', 'PR', 'NN']"
"['setahun', 'lebih']","['O', 'O']","['NND', 'JJ']"
"['belajar', 'dari', 'mandalika', 'tidak', 'semua', 'hal', 'bisa', 'diterima', 'dengan', 'logika', '.']","['O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'IN', 'NNP', 'NEG', 'DT', 'NN', 'MD', 'VB', 'IN', 'NN', 'Z']"
"['pusing', 'banget', '+', 'punggung', 'nyut', '2an', 'bikin', 'enggak', 'mood', 'ngapa', 'ngapain']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'SYM', 'NN', 'JJ', 'CD', 'VB', 'NEG', 'NN', 'VB', 'VB']"
"['taktau', 'kenapa', 'tapi', 'bila', 'dengar', 'yusof', 'tayub', 'ads', 'rasa', 'sebak', 'tiba', '2', '.', 'ramadhan', 'coming']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'O']","['VB', 'WH', 'CC', 'SC', 'VB', 'NNP', 'NNP', 'VB', 'NN', 'JJ', 'RB', 'CD', 'Z', 'NNP', 'VB']"
"['mampus', 'galau', 'pagi', 'pagi', ':)']","['O', 'O', 'O', 'O', 'O']","['VB', 'JJ', 'NN', 'NN', 'SYM']"
"['gemas', 'juga', 'na', 'hee-do', 'ini', '.']","['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['JJ', 'RB', 'NNP', 'NNP', 'PR', 'Z']"
"['udah', 'senin', 'lagi', 'saja', 'anjing']","['O', 'O', 'O', 'O', 'O']","['RB', 'NNP', 'RB', 'RB', 'UH']"
"['ini', 'bangun', 'tidur', 'kenapa', 'ada', 'darah', 'kering', 'di', 'kepalaku', '?', 'udah', 'bergumpal', 'lagii', 'sejak', 'kapan', 'kepalaku', 'berdarah', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PR', 'VB', 'VB', 'WH', 'VB', 'NN', 'JJ', 'IN', 'NN', 'Z', 'RB', 'VB', 'RB', 'SC', 'WH', 'NN', 'VB', 'Z']"
"['luka', 'fisik', 'dapat', 'menggantikan', 'luka', 'emosional']","['O', 'O', 'O', 'O', 'O', 'O']","['NN', 'JJ', 'MD', 'VB', 'NN', 'JJ']"
"['21', 'maret', '2022', 'hari', 'puisi', 'sedunia', 'puisi', 'biasanya', 'identik', 'dengan', 'orang', 'orang', 'romatis', '.', 'kamu', 'suka', 'tipe', 'orang', 'romantis', 'atooo', 'kenapa', '?', '?']","['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['CD', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NN', 'RB', 'JJ', 'IN', 'NN', 'NN', 'JJ', 'Z', 'PRP', 'VB', 'NN', 'NN', 'JJ', 'CC', 'WH', 'Z', 'Z']"
"['mau', 'ngomong', 'kasar', 'tapi', 'puasa']","['O', 'O', 'O', 'O', 'O']","['MD', 'VB', 'JJ', 'CC', 'VB']"
"['kemarin', 'gue', 'benar', 'langsung', 'ngilanggg', 'kayak', 'sedihh', 'bgtt', 'gue', 'kemarinn', 'gue', 'smp', 'enggak', 'ikut', 'hastag', 'i', 'am', 'sorry', ':(', '(']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'PRP', 'RB', 'RB', 'VB', 'IN', 'JJ', 'RB', 'PRP', 'NN', 'PRP', 'IN', 'NEG', 'VB', 'NN', 'PRP', 'VB', 'JJ', 'SYM', 'Z']"
"['tapi', 'saya', 'memang', 'jmett']","['O', 'O', 'O', 'O']","['CC', 'NN', 'RB', 'NN']"
"['gue', 'menang', 'lomba', 'masukin', 'paku', 'ke', 'botol', 'bisa', 'dapet', 'yijin', 'enggak', 'ya']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']","['PRP', 'VB', 'NN', 'VB', 'NN', 'IN', 'NN', 'MD', 'VB', 'NNP', 'NEG', 'UH']"
"['bekas', 'pemain', 'negara', 'kenang', 'jasa', 'shebby', 'singh', 'menerusi', 'bola', 'sepak', 'amal']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'NN', 'VB', 'NN', 'NNP', 'NNP', 'VB', 'NN', 'NN', 'NN']"
"['dibilang', 'ganteng', 'tapi', 'imut', 'walau', 'rambut', 'saya', 'panjang', 'sama', 'anak', '2', 'di', 'perumahan', 'sampe', 'dipanggil', 'mas']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'JJ', 'CC', 'JJ', 'SC', 'NN', 'PRP', 'JJ', 'IN', 'NN', 'CD', 'IN', 'NN', 'IN', 'VB', 'NN']"
"['di', 'dalam', 'harimu', 'di', 'dalam', 'hariku', 'karena', 'kita', 'bersama', 'semua', 'terasa', 'indah', 'super', 'junior', '-', 'haru']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['IN', 'NN', 'NN', 'IN', 'NN', 'NN', 'SC', 'PRP', 'RB', 'DT', 'VB', 'JJ', 'NNP', 'NNP', 'Z', 'NNP']"
"['sam', 'rossi']","['B-PERSON', 'I-PERSON']","['NNP', 'NNP']"
"['gue', 'juga', 'bingung', 'kalo', 'beli', 'pembalut', 'orang', '2', 'tuh', 'kayak', 'sembunyi', '2', 'kenapa', 'daaah', '?', 'kan', 'cewek', 'memang', 'mengalami', 'peluruhan', 'dinding', 'rahim', 'jika', 'tidak', 'dibuahi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'RB', 'JJ', 'SC', 'VB', 'NN', 'NN', 'CD', 'RP', 'IN', 'RB', 'CD', 'WH', 'RP', 'Z', 'RP', 'NN', 'RB', 'VB', 'NN', 'NN', 'NN', 'SC', 'NEG', 'VB']"
"['buat', 'yang', 'ngikutin', '2521', 'tiati', 'episode', '13', 'dan', 'sisanya', 'dibanting', 'habis', 'abisan', 'hahahahahaha']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'SC', 'VB', 'NNP', 'RB', 'NN', 'CD', 'CC', 'NN', 'VB', 'RB', 'RB', 'UH']"
"['ewwwhh', 'kenapa', 'orang', 'gampang', 'banget', 'buat', 'hate', 'komentar', 'kaya', 'gini']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'WH', 'NN', 'JJ', 'RB', 'VB', 'NN', 'NN', 'IN', 'RB']"
"['memiliki', 'gaya', 'belajar', 'yang', 'tepat', 'dapat', 'membantu', 'mahasiswa', 'dalam', 'memahami', 'pelajaran', '.', 'simak', 'macamnya', 'berikut', 'ini', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'NN', 'VB', 'SC', 'JJ', 'MD', 'VB', 'NN', 'IN', 'VB', 'NN', 'Z', 'VB', 'NN', 'PR', 'PR', 'Z']"
"['dan', '4', 'jam', 'yang', 'lalu', 'katanya', 'habis', 'ketemu', '.', 'haha']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['CC', 'CD', 'NND', 'SC', 'NN', 'NN', 'RB', 'VB', 'Z', 'UH']"
"['siapa', 'yang', 'tbtb', 'beli', 'digipack', 'all', 'member', ':)', ')', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['WH', 'SC', 'RB', 'VB', 'NN', 'DT', 'NN', 'SYM', 'Z', 'Z']"
"['buat', 'mvp', 'awal', 'gaperlu', 'pakai', 'teknologi', 'ai', 'ml', 'dll', '.', 'diawal', 'cukup', 'pakai', 'excel', 'manfaatkan', 'fitur', 'developer', 'dan', 'power', 'pivot', 'udah', 'jalan', 'untuk', 'memastikan', 'berjalan', 'sesuai', 'target', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NN', 'RB', 'MD', 'VB', 'NN', 'NN', 'NN', 'NN', 'Z', 'RB', 'JJ', 'VB', 'NNP', 'VB', 'NN', 'NN', 'CC', 'NN', 'NN', 'RB', 'VB', 'IN', 'VB', 'VB', 'JJ', 'NN', 'Z']"
"['maaf', 'ini', 'dateng-dateng', 'senin', 'pagi', 'dimari', 'malah', 'ngamuk-ngamuk', 'bukannya', 'balesin', 'interaksi', '.', 'dari', 'kemarin', 'malas', 'kemari', 'karena', 'banyak', 'yang', 'tolol', 'sih', '.', 'sabar', '.', 'gua', 'kelarin', 'semua', 'interaksinya', 'hari', 'ini', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'PR', 'VB', 'NNP', 'NN', 'IN', 'RB', 'VB', 'NEG', 'VB', 'NN', 'Z', 'IN', 'NN', 'JJ', 'VB', 'SC', 'JJ', 'SC', 'JJ', 'RP', 'Z', 'JJ', 'Z', 'PRP', 'VB', 'DT', 'NN', 'NN', 'PR', 'Z']"
"['06.57', 'wib', 'karawang', 'barat', 'km', '40', '-', 'km', '41', '+', '800', 'arah', 'cikampek', 'padat', 'ada', 'penanganan', 'kecelakaan', 'di', 'lajur', '2-3', '/', 'tengah', '-', 'kanan', '.', 'karawang', 'barat', 'km', '47', '+', '200', '-', 'km', '49', '+', '300', 'arah', 'cikampek', 'padat', 'ada', 'perbaikan', 'jalan', 'di', 'lajur', '3', '/', 'tengah', '.', '@ptjasamarga']","['O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']","['CD', 'NN', 'NNP', 'NNP', 'NND', 'CD', 'Z', 'NND', 'CD', 'SYM', 'CD', 'NN', 'NNP', 'JJ', 'VB', 'NN', 'NN', 'IN', 'NN', 'CD', 'SYM', 'NN', 'Z', 'NN', 'Z', 'NNP', 'NNP', 'NND', 'CD', 'SYM', 'CD', 'Z', 'NND', 'CD', 'SYM', 'CD', 'NN', 'NNP', 'JJ', 'VB', 'NN', 'NN', 'IN', 'NN', 'CD', 'SYM', 'NN', 'Z', 'NNP']"
"['lu', 'mau', 'gue', 'kantongin', 'enggak']","['O', 'O', 'O', 'O', 'O']","['PRP', 'MD', 'PRP', 'VB', 'NEG']"
"['ciee', 'pada', 'berharap', 'dada', 'gua', 'kelihatan', '~', '~', 'enggak', 'sayang', 'gua', 'pake', 'manset']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'DT', 'VB', 'NN', 'PRP', 'VB', 'SYM', 'SYM', 'NEG', 'NN', 'PRP', 'VB', 'NN']"
"['debut', 'grup', 'baru', 'lagi', 'saja', 'nyoung']","['O', 'O', 'O', 'O', 'O', 'B-PERSON']","['VB', 'NN', 'JJ', 'RB', 'RB', 'NNP']"
"['wallahi', 'ganteng', 'benar']","['O', 'O', 'O']","['FW', 'JJ', 'RB']"
"['pemda', 'lutra', 'bentuk', 'tim', 'pengawas', 'orang', 'asing', '-']","['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NNP', 'VB', 'NN', 'NN', 'NN', 'JJ', 'Z']"
"['disuruh', 'kerja', 'sama', 'tetangga', 'yang', 'pengangguran']","['O', 'O', 'O', 'O', 'O', 'O']","['VB', 'VB', 'IN', 'NN', 'SC', 'NN']"
"['kepada', 'pemilik', 'senyum', 'polos', 'bidadari', '.', 'andai', 'bisa', 'bersamamu', 'kuingin', 'menghabiskan', 'waktu', 'hari', 'ini', 'malam', 'ini', 'besok', 'nanti', 'dan', 'seterusnya', '.', '@a_zeejkt48']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']","['IN', 'NN', 'NN', 'JJ', 'NN', 'Z', 'SC', 'MD', 'RB', 'MD', 'VB', 'NN', 'NN', 'PR', 'NN', 'PR', 'NN', 'RB', 'CC', 'RB', 'Z', 'NNP']"
"['waah', 'selamat', 'satu', 'tahun', 'lagu', 'restu', 'waktu', 'buat', 'un1ty', 'selamat', 'satu', 'tahun', 'juga', 'aku', 'jadi', 'youn', '1t', 'lagu', 'ini', 'banyak', 'nemenin', 'masa', '²', 'berat', 'selama', 'pandemi', 'keluarga', 'aku', 'juga', 'pernah', 'aku', 'kirimin', 'lagu', 'ini', 'karena', 'memang', 'relate', 'sama', 'keadaan', 'waktu', 'itu', '.', 'this', 'song', 'means', 'a', 'lot']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'JJ', 'CD', 'NND', 'NN', 'NNP', 'NNP', 'IN', 'NNP', 'JJ', 'CD', 'NND', 'RB', 'PRP', 'VB', 'NNP', 'NNP', 'NN', 'PR', 'RB', 'VB', 'NN', 'SYM', 'JJ', 'RB', 'NN', 'NN', 'PRP', 'RB', 'RB', 'PRP', 'VB', 'NN', 'PR', 'SC', 'RB', 'VB', 'IN', 'NN', 'NN', 'PR', 'Z', 'PR', 'NN', 'VB', 'DT', 'JJ']"
"['mending', 'gini', 'kalau', 'pilihan', 'yang', 'my', 'contacts', 'except', 'itu', 'tiap', 'nambah', 'kontak', 'baru', 'harus', 'diperbaharui']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'SC', 'NN', 'SC', 'DT', 'NN', 'IN', 'PR', 'DT', 'VB', 'NN', 'JJ', 'MD', 'VB']"
"['gurunya', 'telat', 'masuk']","['O', 'O', 'O']","['NN', 'JJ', 'VB']"
"['dia', 'udah', 'datangggg']","['O', 'O', 'O']","['PRP', 'RB', 'VB']"
